element=1
l=0 n=8
  1.8861445000000001e+02  9.6389999999999996e-04
  2.8276596000000001e+01  7.4920000000000004e-03
  6.4248300000000000e+00  3.7595400000000001e-02
  1.8150409999999999e+00  1.4339499999999999e-01
  5.9106300000000001e-01  3.4863630000000001e-01
  2.1214900000000000e-01  4.3829740000000000e-01
  7.9891000000000004e-02  1.6510659999999999e-01
  2.7962000000000001e-02  2.1022900000000001e-02
l=0 n=8
  1.8861445000000001e+02 -1.3119000000000000e-03
  2.8276596000000001e+01 -1.0345099999999999e-02
  6.4248300000000000e+00 -5.0495300000000000e-02
  1.8150409999999999e+00 -2.0738550000000000e-01
  5.9106300000000001e-01 -4.3508849999999999e-01
  2.1214900000000000e-01 -2.4729700000000000e-02
  7.9891000000000004e-02  3.2252599999999998e-01
  2.7962000000000001e-02  7.0727540000000000e-01
l=0 n=8
  1.8861445000000001e+02  2.4223999999999999e-03
  2.8276596000000001e+01  2.0338200000000001e-02
  6.4248300000000000e+00  8.9639399999999994e-02
  1.8150409999999999e+00  4.4229069999999998e-01
  5.9106300000000001e-01  5.7571439999999996e-01
  2.1214900000000000e-01 -9.8028899999999997e-01
  7.9891000000000004e-02 -6.7215380000000002e-01
  2.7962000000000001e-02  1.1417685000000000e+00
l=1 n=4
  2.3050000000000002e+00  1.1279019999999999e-01
  8.0674999999999997e-01  4.1850749999999998e-01
  2.8236200000000000e-01  4.7000769999999997e-01
  9.8826999999999998e-02  1.8262600000000001e-01
l=1 n=4
  2.3050000000000002e+00 -2.1086880000000000e-01
  8.0674999999999997e-01 -5.9437960000000001e-01
  2.8236200000000000e-01  8.9688900000000002e-02
  9.8826999999999998e-02  8.6116340000000002e-01
l=0 n=8
  1.8861445000000001e+02 -1.1570100000000000e-02
  2.8276596000000001e+01 -8.3715399999999995e-02
  6.4248300000000000e+00 -4.4516630000000001e-01
  1.8150409999999999e+00 -1.1462710000000000e+00
  5.9106300000000001e-01  2.5031870999999999e+00
  2.1214900000000000e-01 -1.5828492999999999e+00
  7.9891000000000004e-02  3.0965690000000001e-02
  2.7962000000000001e-02  3.0862864000000001e-01
l=1 n=4
  2.3050000000000002e+00  7.5995009999999996e-01
  8.0674999999999997e-01  1.6461590000000001e-01
  2.8236200000000000e-01 -1.3710140000000000e+00
  9.8826999999999998e-02  1.0593155000000001e+00
l=2 n=3
  1.8190000000000000e+00  2.7051340000000001e-01
  7.2760000000000002e-01  5.5101250000000002e-01
  2.9104000000000002e-01  3.3108660000000001e-01
l=2 n=3
  1.8190000000000000e+00 -7.9380350000000000e-01
  7.2760000000000002e-01 -9.1425199999999998e-02
  2.9104000000000002e-01  8.6200330000000003e-01
end=1
element=2
l=0 n=9
  1.1492705000000001e+03  3.5774000000000000e-04
  1.7204456999999999e+02  2.7728900000000001e-03
  3.9080464999999997e+01  1.4298379999999999e-02
  1.1036173000000000e+01  5.5867489999999999e-02
  3.5641520000000000e+00  1.6336284000000001e-01
  1.2404430000000000e+00  3.3133146000000002e-01
  4.4731599999999999e-01  4.1429727999999999e-01
  1.6420599999999999e-01  1.8903228000000000e-01
  5.7472000000000002e-02  5.1560599999999996e-03
l=0 n=9
  1.1492705000000001e+03 -5.3060000000000000e-04
  1.7204456999999999e+02 -4.0330000000000001e-03
  3.9080464999999997e+01 -2.2580400000000000e-02
  1.1036173000000000e+01 -1.0262549999999999e-01
  3.5641520000000000e+00 -4.5771140999999999e-01
  1.2404430000000000e+00 -6.0596530000000004e-01
  4.4731599999999999e-01  5.7131335999999999e-01
  1.6420599999999999e-01  5.4758340999999999e-01
  5.7472000000000002e-02  1.1658999999999999e-02
l=0 n=9
  1.1492705000000001e+03  7.0544000000000000e-04
  1.7204456999999999e+02  7.0519900000000002e-03
  3.9080464999999997e+01  3.1260370000000003e-02
  1.1036173000000000e+01  3.2197965000000001e-01
  3.5641520000000000e+00  1.0047488000000000e+00
  1.2404430000000000e+00 -1.2908040000000001e+00
  4.4731599999999999e-01 -4.7258960000000000e-01
  1.6420599999999999e-01  9.5308828999999995e-01
  5.7472000000000002e-02  5.0616920000000003e-02
l=1 n=4
  4.5499999999999998e+00  8.9260599999999996e-02
  1.5925000000000000e+00  3.8050237999999997e-01
  5.5737499999999995e-01  4.4912372000000000e-01
  1.9508100000000000e-01  2.7765440000000002e-01
l=1 n=4
  4.5499999999999998e+00 -1.8673500000000001e-01
  1.5925000000000000e+00 -5.1173449999999998e-01
  5.5737499999999995e-01 -1.9815060000000001e-01
